track_id;class_name;direction;speed_kmh
514;car;inbound;51.0
515;car;inbound;81.0
516;car;outbound;27.0
517;car;inbound;81.0
519;car;outbound;33.0
520;car;outbound;45.0
521;car;outbound;45.0
523;car;inbound;81.0
527;car;inbound;53.0
530;car;inbound;67.0
531;car;inbound;73.0
532;car;outbound;44.0
535;car;inbound;61.0
536;car;inbound;76.0
537;truck;outbound;37.0
538;car;inbound;61.0
539;car;outbound;45.0
542;car;inbound;67.0
543;car;inbound;59.0
546;car;outbound;39.0
550;car;outbound;46.0
553;car;outbound;45.0
557;car;inbound;55.0
559;car;outbound;46.0
560;car;outbound;39.0
561;car;inbound;53.0
565;car;inbound;73.0
566;car;outbound;45.0
570;bus;outbound;41.0
572;truck;inbound;61.0
574;car;inbound;67.0
580;car;inbound;73.0
584;car;inbound;96.0
587;car;outbound;53.0
592;car;inbound;73.0
593;car;inbound;70.0
595;car;outbound;46.0
598;car;outbound;40.0
601;car;inbound;73.0
602;car;outbound;42.0
606;car;outbound;35.0
608;car;outbound;33.0
612;car;inbound;73.0
616;car;inbound;67.0
622;car;inbound;73.0
623;car;inbound;70.0
628;car;inbound;85.0
3;car;outbound;44.0
6;car;outbound;42.0
7;car;inbound;118.0
9;car;outbound;44.0
16;car;inbound;73.0
19;car;inbound;70.0
21;car;outbound;48.0
22;car;outbound;41.0
23;car;outbound;42.0
26;car;inbound;64.0
27;car;outbound;44.0
28;car;inbound;67.0
30;car;outbound;42.0
31;car;outbound;42.0
32;car;inbound;70.0
38;car;inbound;70.0
41;car;outbound;42.0
42;car;inbound;73.0
43;truck;inbound;55.0
46;car;outbound;44.0
53;car;outbound;36.0
60;car;inbound;67.0
61;car;outbound;39.0
65;truck;outbound;41.0
66;car;outbound;42.0
67;car;inbound;70.0
69;car;outbound;37.0
70;car;outbound;34.0
71;car;outbound;44.0
73;car;outbound;48.0
74;car;inbound;76.0
76;car;outbound;46.0
78;truck;outbound;61.0
79;car;inbound;76.0
83;car;inbound;73.0
86;car;inbound;59.0
89;car;outbound;45.0
90;bus;outbound;45.0
92;car;outbound;44.0
96;car;inbound;76.0
98;car;outbound;61.0
99;car;inbound;76.0
103;car;inbound;70.0
104;car;outbound;42.0
105;car;outbound;45.0
106;car;inbound;81.0
107;bus;inbound;70.0
108;car;outbound;44.0
110;car;outbound;48.0
111;car;inbound;81.0
112;truck;outbound;38.0
114;car;outbound;38.0
116;car;outbound;48.0
117;car;inbound;73.0
119;car;inbound;57.0
120;car;inbound;49.0
121;bus;outbound;39.0
124;car;outbound;49.0
125;car;inbound;59.0
126;car;outbound;39.0
127;car;inbound;73.0
130;car;outbound;49.0
133;car;inbound;59.0
134;car;inbound;48.0
136;car;outbound;30.0
139;car;outbound;48.0
141;car;inbound;57.0
142;car;outbound;42.0
145;car;outbound;33.0
147;car;inbound;55.0
150;car;inbound;70.0
155;car;inbound;73.0
156;car;outbound;44.0
158;car;outbound;46.0
164;car;inbound;70.0
166;car;inbound;64.0
168;car;inbound;67.0
169;car;outbound;49.0
170;bus;outbound;45.0
171;car;inbound;70.0
173;car;outbound;51.0
176;car;inbound;67.0
177;car;outbound;44.0
179;car;inbound;46.0
182;car;outbound;53.0
192;car;inbound;64.0
193;car;inbound;53.0
195;car;outbound;53.0
197;car;outbound;38.0
200;car;inbound;42.0
209;car;outbound;46.0
210;bus;inbound;59.0
211;car;inbound;67.0
216;car;inbound;70.0
219;car;outbound;40.0
222;car;outbound;48.0
225;car;outbound;44.0
226;car;inbound;55.0
227;car;outbound;45.0
229;car;inbound;70.0
233;car;outbound;46.0
237;car;outbound;44.0
240;car;inbound;61.0
241;car;inbound;67.0
242;car;outbound;57.0
243;car;inbound;48.0
246;car;outbound;42.0
248;car;inbound;61.0
251;car;inbound;48.0
252;bus;outbound;44.0
253;car;outbound;46.0
256;car;outbound;45.0
257;car;inbound;53.0
259;car;outbound;40.0
262;car;outbound;46.0
263;car;inbound;61.0
266;car;inbound;61.0
267;car;inbound;59.0
269;car;outbound;41.0
270;car;inbound;59.0
273;car;outbound;49.0
275;car;inbound;64.0
276;car;outbound;45.0
277;car;inbound;64.0
278;car;outbound;38.0
279;car;inbound;61.0
282;car;inbound;53.0
283;car;outbound;42.0
284;car;outbound;45.0
286;car;outbound;53.0
287;car;inbound;67.0
291;car;inbound;73.0
294;car;inbound;61.0
296;car;outbound;42.0
297;car;outbound;51.0
299;car;inbound;70.0
300;car;outbound;53.0
301;car;outbound;53.0
302;car;inbound;70.0
306;bus;inbound;59.0
309;car;outbound;51.0
310;car;inbound;76.0
312;car;outbound;49.0
313;car;inbound;57.0
318;car;outbound;49.0
319;car;outbound;51.0
322;car;inbound;70.0
323;car;inbound;64.0
329;car;outbound;49.0
331;car;inbound;96.0
332;car;outbound;49.0
333;car;outbound;36.0
335;car;inbound;48.0
338;car;inbound;73.0
343;car;inbound;81.0
344;car;inbound;76.0
345;car;outbound;49.0
346;car;outbound;48.0
347;car;inbound;67.0
348;car;outbound;51.0
350;car;inbound;48.0
352;car;inbound;73.0
353;car;outbound;49.0
354;car;inbound;73.0
356;car;inbound;76.0
358;car;outbound;51.0
364;car;inbound;73.0
368;car;inbound;44.0
369;car;outbound;51.0
372;car;inbound;73.0
374;car;inbound;55.0
375;car;outbound;42.0
376;car;outbound;55.0
380;car;outbound;55.0
382;car;inbound;73.0
383;car;inbound;81.0
384;car;outbound;48.0
387;car;inbound;64.0
390;car;inbound;49.0
393;car;outbound;39.0
394;car;outbound;57.0
395;car;inbound;46.0
397;car;inbound;61.0
398;car;inbound;67.0
400;car;outbound;44.0
401;car;outbound;55.0
406;car;outbound;55.0
407;car;inbound;53.0
408;car;inbound;102.0
409;car;inbound;49.0
411;car;inbound;49.0
412;car;outbound;48.0
414;car;outbound;36.0
416;car;inbound;70.0
419;car;outbound;45.0
420;car;inbound;76.0
423;car;outbound;53.0
424;car;inbound;70.0
425;car;inbound;59.0
427;car;outbound;51.0
428;car;inbound;67.0
430;car;inbound;57.0
431;car;outbound;45.0
433;car;outbound;59.0
434;car;inbound;57.0
435;car;inbound;61.0
436;bus;outbound;53.0
437;car;inbound;45.0
438;car;inbound;44.0
440;car;outbound;51.0
442;car;inbound;76.0
445;car;outbound;57.0
447;car;inbound;70.0
451;car;inbound;64.0
453;car;inbound;44.0
454;car;inbound;67.0
455;car;outbound;59.0
459;car;inbound;67.0
461;car;outbound;40.0
462;car;outbound;57.0
467;car;inbound;51.0
470;car;inbound;64.0
471;car;outbound;59.0
473;car;outbound;37.0
475;car;outbound;53.0
481;car;outbound;59.0
483;car;inbound;85.0
484;car;inbound;55.0
486;car;inbound;70.0
488;car;inbound;90.0
490;car;outbound;55.0
491;car;inbound;59.0
493;car;inbound;67.0
494;car;outbound;61.0
495;car;inbound;70.0
496;car;outbound;53.0
498;car;inbound;70.0
501;car;inbound;67.0
502;car;inbound;67.0
503;car;outbound;51.0
504;car;inbound;59.0
505;bus;outbound;46.0
508;car;inbound;61.0
509;car;outbound;55.0
510;car;inbound;64.0
511;car;inbound;64.0
512;car;outbound;42.0
513;bus;outbound;49.0
514;car;inbound;70.0
515;car;outbound;48.0
517;car;inbound;57.0
519;car;inbound;61.0
520;car;outbound;67.0
521;car;outbound;44.0
522;car;inbound;73.0
524;car;inbound;64.0
525;car;inbound;70.0
529;car;inbound;96.0
530;car;outbound;64.0
534;car;outbound;53.0
535;bus;inbound;51.0
536;car;inbound;67.0
539;car;inbound;70.0
541;car;inbound;61.0
542;car;outbound;51.0
548;car;inbound;109.0
549;car;outbound;57.0
550;car;outbound;53.0
551;car;inbound;70.0
554;car;outbound;41.0
555;car;inbound;61.0
556;car;inbound;67.0
558;car;outbound;51.0
559;car;inbound;67.0
561;car;outbound;61.0
562;car;outbound;61.0
564;car;outbound;53.0
566;car;outbound;48.0
567;car;inbound;53.0
569;car;inbound;67.0
571;car;outbound;61.0
572;car;inbound;73.0
573;car;inbound;57.0
574;car;inbound;67.0
576;car;outbound;59.0
580;car;outbound;42.0
581;car;outbound;57.0
582;car;inbound;53.0
583;car;inbound;73.0
584;car;inbound;73.0
585;car;outbound;53.0
586;car;outbound;46.0
587;car;outbound;55.0
588;car;inbound;57.0
590;car;outbound;46.0
593;car;inbound;70.0
596;car;outbound;48.0
598;bus;outbound;55.0
599;car;inbound;59.0
601;car;outbound;57.0
606;car;inbound;81.0
1;car;outbound;45.0
6;car;outbound;44.0
7;car;inbound;73.0
10;car;inbound;76.0
15;car;outbound;42.0
17;car;inbound;96.0
20;car;inbound;76.0
21;car;outbound;45.0
22;car;outbound;49.0
27;car;inbound;67.0
34;car;inbound;81.0
36;car;inbound;81.0
37;car;outbound;48.0
39;car;outbound;51.0
41;car;outbound;45.0
43;car;inbound;67.0
46;car;outbound;51.0
47;car;outbound;46.0
48;car;outbound;55.0
52;car;inbound;70.0
53;car;outbound;48.0
55;car;outbound;61.0
57;car;inbound;70.0
58;car;outbound;57.0
63;car;inbound;73.0
64;bus;outbound;57.0
67;car;inbound;70.0
68;car;outbound;41.0
69;car;outbound;61.0
70;car;outbound;53.0
76;car;inbound;76.0
80;car;inbound;70.0
82;car;outbound;64.0
84;car;outbound;55.0
87;car;inbound;76.0
88;car;inbound;70.0
89;car;outbound;55.0
95;car;inbound;81.0
97;car;outbound;67.0
100;car;outbound;53.0
101;car;outbound;39.0
102;car;inbound;73.0
103;car;inbound;81.0
104;car;outbound;61.0
107;car;outbound;55.0
110;car;inbound;76.0
111;bus;outbound;57.0
113;truck;outbound;46.0
114;car;outbound;55.0
115;car;inbound;81.0
117;car;outbound;61.0
118;car;inbound;73.0
119;car;outbound;59.0
122;car;inbound;109.0
123;car;inbound;55.0
124;car;inbound;85.0
125;car;inbound;67.0
126;car;outbound;55.0
127;truck;outbound;51.0
128;car;outbound;51.0
134;car;inbound;67.0
133;bus;outbound;48.0
136;truck;outbound;41.0
137;car;inbound;90.0
139;car;outbound;51.0
140;car;inbound;67.0
141;car;outbound;49.0
148;car;outbound;49.0
152;car;outbound;49.0
153;car;outbound;44.0
155;car;inbound;73.0
156;car;inbound;70.0
157;car;outbound;45.0
160;car;outbound;53.0
161;bus;outbound;46.0
162;bus;inbound;64.0
163;car;outbound;57.0
166;car;inbound;102.0
167;car;inbound;73.0
169;car;outbound;57.0
170;car;outbound;49.0
171;car;inbound;73.0
173;car;outbound;57.0
174;car;outbound;44.0
179;car;inbound;67.0
180;car;outbound;55.0
181;car;inbound;67.0
187;car;inbound;73.0
191;car;outbound;59.0
192;car;inbound;85.0
203;bus;outbound;51.0
204;car;outbound;59.0
205;car;inbound;85.0
209;car;outbound;53.0
210;car;outbound;67.0
212;car;inbound;76.0
213;car;inbound;81.0
215;bus;outbound;61.0
216;car;inbound;67.0
220;car;inbound;73.0
221;car;outbound;55.0
222;car;outbound;55.0
224;car;inbound;81.0
225;car;inbound;73.0
226;car;outbound;55.0
229;car;outbound;55.0
232;car;outbound;57.0
233;car;outbound;41.0
235;car;inbound;85.0
238;car;inbound;73.0
239;car;outbound;48.0
241;car;outbound;55.0
242;car;outbound;46.0
245;car;inbound;90.0
246;truck;inbound;57.0
247;car;outbound;53.0
249;car;outbound;51.0
252;car;outbound;44.0
253;car;inbound;76.0
254;car;inbound;61.0
255;car;outbound;48.0
256;car;inbound;81.0
257;car;outbound;55.0
259;car;outbound;45.0
260;car;outbound;53.0
262;car;inbound;73.0
265;car;outbound;46.0
266;car;inbound;76.0
268;car;outbound;53.0
270;car;inbound;55.0
274;car;inbound;73.0
279;car;outbound;49.0
281;car;inbound;61.0
282;car;inbound;81.0
284;car;outbound;49.0
285;car;outbound;53.0
286;car;inbound;81.0
289;car;inbound;64.0
292;car;inbound;85.0
294;car;inbound;81.0
295;car;outbound;51.0
299;car;outbound;49.0
300;car;outbound;51.0
301;car;outbound;45.0
306;car;inbound;81.0
308;car;inbound;76.0
309;car;outbound;45.0
311;car;outbound;45.0
312;car;inbound;76.0
313;car;outbound;44.0
314;car;outbound;35.0
317;car;outbound;46.0
319;car;outbound;45.0
321;car;outbound;45.0
322;car;outbound;44.0
323;car;inbound;61.0
324;car;outbound;44.0
325;car;outbound;41.0
333;car;outbound;48.0
337;car;outbound;44.0
338;car;inbound;81.0
340;car;inbound;90.0
341;car;outbound;45.0
342;car;outbound;48.0
344;car;inbound;55.0
348;car;outbound;42.0
351;car;inbound;76.0
353;car;outbound;49.0
354;car;outbound;45.0
355;car;outbound;41.0
357;car;outbound;49.0
358;car;inbound;76.0
359;car;outbound;51.0
362;car;outbound;46.0
364;car;inbound;70.0
365;car;outbound;55.0
366;car;outbound;46.0
367;car;inbound;76.0
369;car;outbound;55.0
370;truck;outbound;49.0
375;car;inbound;70.0
377;car;outbound;51.0
374;bus;inbound;57.0
380;car;outbound;48.0
383;car;outbound;48.0
386;car;outbound;61.0
388;car;inbound;70.0
394;car;inbound;70.0
395;car;outbound;48.0
397;car;outbound;51.0
398;car;inbound;73.0
401;car;outbound;49.0
402;car;inbound;67.0
405;car;outbound;53.0
415;car;inbound;76.0
416;car;outbound;51.0
417;car;inbound;64.0
418;car;outbound;49.0
419;car;outbound;51.0
421;car;outbound;46.0
422;car;outbound;48.0
424;bus;outbound;46.0
426;car;outbound;48.0
428;car;inbound;70.0
429;car;outbound;49.0
430;car;outbound;45.0
434;car;inbound;76.0
435;car;outbound;46.0
436;car;inbound;81.0
438;car;outbound;46.0
440;truck;outbound;42.0
441;car;outbound;46.0
443;car;inbound;85.0
445;car;inbound;81.0
446;car;outbound;44.0
449;car;inbound;76.0
451;car;outbound;48.0
455;car;inbound;85.0
456;car;outbound;36.0
459;car;inbound;81.0
460;car;inbound;76.0
465;car;outbound;44.0
466;car;inbound;85.0
473;car;inbound;70.0
474;car;inbound;85.0
475;car;inbound;85.0
476;car;inbound;73.0
6;car;outbound;36.0
7;car;outbound;35.0
9;car;outbound;40.0
10;car;outbound;38.0
15;car;inbound;57.0
17;truck;inbound;55.0
18;car;outbound;38.0
20;bus;outbound;39.0
21;car;inbound;64.0
28;car;outbound;38.0
31;car;inbound;76.0
32;car;inbound;64.0
34;car;outbound;37.0
38;car;inbound;73.0
39;car;inbound;61.0
41;car;outbound;36.0
42;car;outbound;40.0
44;car;outbound;41.0
47;car;outbound;37.0
49;car;inbound;73.0
52;car;outbound;41.0
57;car;outbound;42.0
59;car;inbound;85.0
60;car;inbound;73.0
62;car;outbound;45.0
73;car;outbound;53.0
74;car;outbound;46.0
75;car;outbound;46.0
76;car;inbound;81.0
77;car;outbound;45.0
82;car;inbound;61.0
85;bus;outbound;46.0
87;car;inbound;64.0
89;car;outbound;36.0
90;bus;outbound;32.0
99;car;outbound;42.0
100;car;outbound;39.0
103;car;outbound;39.0
108;car;inbound;81.0
112;car;outbound;45.0
113;bus;inbound;55.0
117;car;outbound;39.0
121;car;outbound;45.0
123;car;inbound;59.0
124;car;outbound;40.0
125;car;outbound;41.0
126;car;inbound;76.0
128;car;inbound;64.0
131;car;inbound;70.0
133;car;outbound;37.0
134;car;outbound;41.0
135;truck;outbound;39.0
138;car;inbound;73.0
139;car;inbound;57.0
140;car;inbound;81.0
142;car;outbound;44.0
143;car;inbound;76.0
145;car;inbound;76.0
146;car;outbound;42.0
147;car;outbound;44.0
150;car;outbound;38.0
151;car;inbound;70.0
152;car;outbound;39.0
153;car;outbound;41.0
156;bus;inbound;55.0
157;truck;outbound;42.0
158;car;outbound;38.0
164;car;inbound;73.0
166;car;inbound;70.0
171;car;inbound;51.0
172;car;outbound;38.0
173;car;outbound;37.0
174;car;outbound;41.0
177;car;inbound;81.0
180;car;inbound;90.0
181;car;outbound;42.0
183;car;inbound;70.0
184;car;inbound;70.0
185;car;outbound;38.0
194;car;inbound;81.0
196;car;outbound;39.0
198;car;inbound;70.0
202;car;inbound;81.0
208;car;outbound;39.0
209;car;outbound;41.0
213;car;outbound;41.0
218;car;inbound;90.0
219;car;inbound;70.0
222;car;inbound;102.0
224;car;outbound;40.0
225;car;outbound;42.0
226;car;outbound;38.0
227;car;outbound;34.0
232;car;inbound;61.0
235;car;outbound;39.0
236;car;inbound;85.0
239;car;outbound;38.0
241;car;outbound;37.0
242;car;inbound;67.0
243;car;outbound;41.0
245;car;inbound;61.0
247;car;outbound;33.0
249;car;outbound;39.0
250;car;inbound;73.0
252;car;outbound;37.0
255;car;inbound;73.0
256;truck;inbound;57.0
262;car;inbound;81.0
265;car;inbound;76.0
266;car;outbound;36.0
267;car;outbound;39.0
270;car;inbound;70.0
277;car;outbound;36.0
278;truck;outbound;40.0
282;car;outbound;36.0
283;car;outbound;37.0
285;truck;inbound;67.0
286;car;inbound;102.0
294;car;outbound;38.0
295;car;outbound;36.0
299;car;inbound;76.0
300;car;outbound;35.0
303;car;inbound;73.0
304;car;outbound;36.0
306;car;outbound;36.0
307;car;outbound;36.0
312;car;inbound;49.0
314;car;inbound;76.0
316;car;inbound;67.0
317;car;inbound;59.0
318;car;outbound;37.0
319;car;outbound;37.0
321;car;inbound;53.0
324;car;inbound;76.0
326;car;outbound;40.0
328;car;outbound;40.0
330;car;inbound;55.0
332;car;inbound;49.0
333;car;outbound;37.0
334;car;outbound;36.0
335;car;outbound;37.0
336;car;inbound;55.0
340;truck;outbound;38.0
342;car;outbound;37.0
344;car;inbound;76.0
345;car;outbound;32.0
347;car;inbound;90.0
349;car;outbound;36.0
350;car;inbound;64.0
352;car;inbound;59.0
361;car;outbound;33.0
363;car;outbound;35.0
364;car;inbound;73.0
366;car;outbound;38.0
368;car;inbound;67.0
369;car;inbound;73.0
370;car;inbound;81.0
371;car;outbound;37.0
372;car;outbound;37.0
378;car;inbound;64.0
379;car;inbound;81.0
380;car;outbound;39.0
381;car;inbound;76.0
386;car;inbound;70.0
387;car;outbound;38.0
389;car;outbound;37.0
390;car;inbound;61.0
391;car;inbound;64.0
392;car;outbound;37.0
394;car;inbound;67.0
397;car;outbound;34.0
399;car;outbound;37.0
404;car;outbound;36.0
406;car;outbound;36.0
409;car;outbound;36.0
412;car;inbound;73.0
413;car;inbound;59.0
414;car;outbound;39.0
418;car;inbound;73.0
420;car;outbound;29.0
421;car;outbound;40.0
422;car;outbound;29.0
423;car;inbound;67.0
426;car;inbound;64.0
427;car;outbound;42.0
428;car;outbound;24.0
429;car;outbound;35.0
431;car;inbound;67.0
432;car;inbound;73.0
434;car;outbound;42.0
436;car;outbound;40.0
439;car;inbound;76.0
440;car;outbound;41.0
441;car;outbound;36.0
443;truck;inbound;64.0
445;car;inbound;70.0
447;bus;inbound;57.0
448;car;outbound;36.0
449;car;outbound;40.0
455;car;inbound;73.0
457;car;outbound;44.0
462;car;outbound;38.0
464;car;inbound;70.0
468;car;inbound;61.0
470;car;outbound;35.0
471;car;inbound;73.0
472;car;outbound;39.0
474;car;inbound;28.0
475;car;outbound;44.0
476;car;inbound;81.0
477;car;inbound;61.0
478;car;inbound;76.0
482;car;inbound;81.0
483;car;outbound;38.0
487;car;inbound;70.0
489;car;outbound;42.0
490;car;outbound;31.0
491;car;inbound;70.0
493;car;inbound;64.0
495;car;outbound;40.0
496;car;inbound;53.0
497;car;outbound;45.0
499;car;outbound;40.0
500;car;inbound;73.0
501;car;outbound;38.0
503;car;inbound;70.0
504;car;inbound;53.0
505;car;outbound;40.0
506;car;inbound;73.0
508;car;inbound;64.0
509;car;outbound;40.0
510;truck;outbound;36.0
521;car;inbound;61.0
522;car;inbound;61.0
523;car;inbound;64.0
525;car;outbound;39.0
527;car;outbound;41.0
529;car;inbound;70.0
532;car;inbound;64.0
539;car;outbound;36.0
540;car;outbound;36.0
541;car;inbound;73.0
543;car;outbound;37.0
544;car;outbound;39.0
545;car;outbound;33.0
546;car;inbound;64.0
547;car;outbound;36.0
549;car;outbound;38.0
550;car;outbound;36.0
554;car;outbound;37.0
556;car;inbound;67.0
557;car;outbound;36.0
560;car;inbound;55.0
563;car;inbound;73.0
565;car;inbound;57.0
566;car;inbound;61.0
571;car;outbound;26.0
573;car;inbound;67.0
574;car;outbound;36.0
575;car;outbound;36.0
578;bus;inbound;57.0
580;truck;outbound;39.0
585;car;outbound;40.0
593;car;inbound;70.0
1;car;outbound;40.0
2;car;outbound;39.0
3;car;outbound;48.0
11;car;outbound;39.0
12;car;inbound;70.0
13;car;inbound;29.0
16;car;inbound;85.0
19;car;outbound;41.0
23;car;inbound;67.0
24;car;outbound;41.0
25;car;inbound;67.0
26;car;inbound;49.0
27;car;outbound;41.0
29;car;outbound;39.0
31;car;inbound;70.0
36;car;inbound;55.0
37;car;outbound;38.0
39;car;outbound;41.0
40;car;inbound;67.0
42;car;inbound;51.0
44;car;inbound;61.0
45;car;outbound;38.0
49;car;inbound;64.0
51;car;outbound;40.0
52;car;inbound;53.0
53;car;inbound;61.0
55;car;inbound;64.0
57;car;outbound;40.0
58;car;outbound;39.0
59;car;inbound;53.0
60;car;inbound;59.0
62;car;inbound;49.0
63;car;inbound;57.0
64;car;outbound;36.0
65;car;outbound;42.0
66;car;outbound;39.0
68;car;inbound;57.0
69;car;inbound;55.0
71;car;inbound;59.0
72;car;inbound;57.0
75;car;inbound;55.0
76;car;outbound;45.0
77;car;outbound;40.0
80;car;outbound;40.0
81;car;inbound;70.0
83;car;outbound;37.0
85;car;outbound;39.0
87;car;inbound;70.0
89;car;outbound;36.0
91;car;outbound;33.0
92;car;inbound;76.0
94;car;inbound;61.0
95;car;inbound;67.0
98;car;outbound;36.0
100;car;outbound;45.0
102;car;inbound;64.0
103;car;outbound;32.0
104;car;inbound;81.0
105;car;inbound;81.0
106;car;outbound;34.0
107;car;inbound;67.0
108;car;outbound;51.0
109;car;inbound;76.0
110;car;outbound;37.0
113;car;outbound;48.0
115;car;inbound;61.0
117;car;inbound;85.0
118;car;outbound;39.0
119;car;outbound;49.0
121;car;inbound;73.0
124;car;inbound;76.0
125;car;outbound;41.0
133;car;outbound;41.0
134;car;inbound;61.0
140;car;outbound;41.0
143;car;outbound;29.0
144;car;outbound;39.0
146;car;inbound;70.0
147;car;inbound;76.0
148;car;inbound;61.0
149;car;outbound;39.0
150;car;outbound;38.0
151;car;outbound;40.0
153;car;inbound;81.0
156;car;inbound;61.0
157;truck;outbound;35.0
158;car;outbound;42.0
159;car;outbound;40.0
161;car;inbound;81.0
163;car;outbound;49.0
175;car;inbound;76.0
176;car;outbound;40.0
178;car;outbound;41.0
179;car;outbound;32.0
182;car;inbound;57.0
185;car;outbound;36.0
186;car;outbound;40.0
187;car;outbound;46.0
190;car;inbound;64.0
196;car;inbound;64.0
197;car;outbound;41.0
198;car;inbound;40.0
200;car;inbound;109.0
201;car;outbound;36.0
202;car;outbound;31.0
203;car;outbound;42.0
204;car;inbound;59.0
205;car;outbound;26.0
207;car;outbound;35.0
209;car;inbound;67.0
210;car;outbound;33.0
211;car;outbound;42.0
213;truck;inbound;61.0
215;car;inbound;70.0
216;car;outbound;36.0
217;car;inbound;70.0
219;car;inbound;73.0
220;car;outbound;36.0
221;car;outbound;37.0
222;car;outbound;40.0
223;car;inbound;73.0
224;car;inbound;64.0
229;bus;inbound;49.0
230;car;outbound;40.0
231;car;outbound;33.0
235;car;outbound;35.0
236;car;inbound;76.0
237;car;inbound;73.0
238;car;outbound;40.0
239;car;inbound;55.0
243;car;inbound;67.0
244;car;inbound;64.0
246;car;inbound;67.0
247;car;outbound;36.0
249;car;outbound;33.0
250;car;outbound;40.0
251;car;inbound;73.0
252;car;inbound;49.0
256;car;outbound;34.0
257;car;outbound;33.0
258;car;outbound;39.0
260;car;inbound;53.0
261;car;inbound;70.0
264;car;outbound;38.0
265;car;outbound;39.0
266;car;outbound;34.0
269;car;inbound;64.0
270;car;inbound;53.0
271;car;outbound;41.0
272;car;inbound;51.0
274;car;inbound;61.0
276;car;inbound;73.0
277;car;outbound;40.0
280;car;outbound;27.0
281;car;inbound;76.0
282;car;inbound;49.0
285;car;outbound;41.0
286;car;outbound;39.0
288;car;inbound;67.0
289;car;inbound;55.0
291;car;inbound;70.0
293;car;outbound;39.0
294;car;outbound;40.0
295;car;inbound;73.0
299;car;outbound;41.0
302;car;inbound;67.0
303;car;outbound;38.0
304;car;inbound;51.0
306;car;inbound;59.0
309;car;outbound;42.0
310;car;inbound;59.0
311;car;inbound;57.0
312;bus;outbound;26.0
316;car;outbound;45.0
318;car;inbound;64.0
321;car;inbound;67.0
322;car;outbound;45.0
324;car;outbound;42.0
325;car;inbound;67.0
326;car;inbound;53.0
329;truck;outbound;39.0
333;car;inbound;70.0
334;car;outbound;51.0
335;car;inbound;51.0
336;car;outbound;45.0
338;bus;inbound;49.0
339;car;inbound;70.0
347;truck;inbound;57.0
348;car;outbound;49.0
362;car;outbound;38.0
371;car;outbound;41.0
372;car;inbound;61.0
373;car;outbound;40.0
375;car;inbound;81.0
376;car;inbound;73.0
377;car;outbound;39.0
379;truck;outbound;29.0
380;car;outbound;39.0
382;car;inbound;76.0
384;car;outbound;38.0
387;car;inbound;76.0
389;car;outbound;41.0
391;truck;inbound;55.0
395;car;inbound;67.0
397;car;inbound;70.0
398;car;outbound;31.0
402;car;outbound;39.0
405;car;outbound;36.0
408;car;inbound;73.0
410;car;outbound;29.0
411;car;outbound;41.0
417;car;inbound;76.0
419;car;inbound;90.0
420;car;inbound;70.0
421;car;outbound;29.0
422;car;inbound;55.0
423;truck;inbound;49.0
425;car;outbound;41.0
426;car;inbound;59.0
427;car;outbound;39.0
428;car;outbound;29.0
430;car;inbound;73.0
431;car;outbound;44.0
434;car;outbound;35.0
435;car;inbound;48.0
436;car;outbound;39.0
439;car;inbound;76.0
440;car;outbound;30.0
441;car;inbound;61.0
442;car;outbound;35.0
445;car;inbound;48.0
450;car;outbound;40.0
451;car;inbound;67.0
453;car;outbound;33.0
456;car;inbound;59.0
457;car;inbound;51.0
458;car;outbound;33.0
459;car;outbound;44.0
462;car;inbound;59.0
465;car;inbound;61.0
466;car;inbound;67.0
469;car;outbound;33.0
470;car;inbound;49.0
472;car;outbound;44.0
475;car;inbound;76.0
476;car;outbound;37.0
477;car;inbound;51.0
482;car;inbound;76.0
483;car;inbound;48.0
484;car;inbound;70.0
486;car;inbound;67.0
489;car;outbound;36.0
490;car;outbound;46.0
491;car;inbound;59.0
492;car;inbound;48.0
493;car;inbound;67.0
495;car;outbound;29.0
496;car;inbound;64.0
497;car;inbound;59.0
498;bus;inbound;57.0
500;car;outbound;33.0
501;car;outbound;36.0
504;car;outbound;44.0
506;car;inbound;64.0
508;car;inbound;59.0
509;car;inbound;57.0
510;car;outbound;31.0
511;car;outbound;40.0
512;car;inbound;64.0
514;car;inbound;67.0
518;car;outbound;31.0
527;car;inbound;90.0
530;car;inbound;67.0
531;truck;inbound;57.0
534;car;inbound;61.0
539;car;inbound;64.0
1;car;outbound;28.0
2;car;outbound;37.0
3;car;outbound;36.0
6;car;outbound;53.0
11;car;inbound;67.0
12;car;inbound;64.0
13;car;outbound;34.0
14;car;outbound;38.0
15;car;inbound;73.0
17;car;outbound;33.0
18;car;outbound;36.0
20;car;inbound;67.0
21;car;outbound;33.0
23;car;inbound;67.0
24;car;inbound;51.0
25;car;outbound;37.0
27;car;inbound;53.0
28;car;outbound;36.0
29;car;inbound;70.0
30;car;inbound;76.0
31;car;inbound;76.0
33;car;inbound;64.0
34;car;outbound;35.0
37;car;outbound;34.0
39;car;inbound;81.0
41;car;outbound;35.0
42;car;inbound;57.0
44;car;inbound;70.0
45;car;outbound;33.0
46;car;inbound;55.0
47;car;inbound;64.0
49;car;outbound;33.0
52;car;outbound;33.0
53;car;inbound;81.0
54;car;inbound;70.0
56;car;outbound;39.0
57;car;inbound;81.0
59;car;outbound;33.0
61;car;inbound;81.0
66;car;inbound;55.0
67;car;outbound;33.0
68;car;inbound;70.0
77;car;inbound;57.0
78;car;outbound;33.0
